"","uid","majority_label","entropy","old_label","n","e","c","ground_truth","hypothesis","premise"
"929","2244171992.jpg#1r1e","e",1.00015982601079,"e",29,69,2,"e","The girls attend school.","Uniformed schoolgirls are walking together on the street."
"930","2151300603.jpg#0r1e","e",0.282292189082415,"e",2,96,2,"e","A person sitting","A woman is sitting at a desk near to a window that has a huge picture of a hand painted on it."
"931","200797624.jpg#0r1n","c",0.407340745400986,"c",6,1,93,"n","Troops are marching","Military troops are gathered together and some are using tongs to turn over a variety of food on grill racks over coals."
"932","3220650628.jpg#3r1e","n",0.995378438820226,"e",54,46,0,"e","Everyone is outside looking into the sky.","A group of people gathered to watch fireworks."
"933","3220650628.jpg#3r1c","n",0.841464636208176,"n",73,0,27,"c","The group gathered inside the house.","A group of people gathered to watch fireworks."
"934","4519902281.jpg#1r1c","n",0.778011303546538,"c",77,0,23,"c","A child is building a sandcastle on the beach.","A child in a red jacket, waist deep in a pit on the beach."
"935","4519902281.jpg#1r1n","n",0.62671424022246,"n",88,3,9,"n","A girl is digging a hole to lay in on the beach.","A child in a red jacket, waist deep in a pit on the beach."
"936","4502489690.jpg#4r1e","e",0.917690563152123,"e",27,72,1,"e","A view outdoors.","A view down the train tracks in a large city."
"937","4502489690.jpg#4r1n","n",1.03841496705334,"n",60,1,39,"n","A view from a bridge.","A view down the train tracks in a large city."
"938","74244744.jpg#0r1e","e",0.407340745400986,"e",6,93,1,"e","A person in black","A male bartender dressed in all black with his sleeves rolled up to elbow height making a drink in a martini glass."
"939","4979886037.jpg#3r1n","n",0.402179190202273,"n",92,8,0,"n","A happy woman in a fairy costume holds an umbrella.","A smiling costumed woman is holding an umbrella."
"940","4393476043.jpg#0r1n","n",0.865734023433562,"e",79,18,3,"n","A man holds a small child while petting his dog with his girlfriend is holding her son and her dog.","Man in gray zippered jacket and red shirt pets a brown dog and holds a young girl in pink shirt, while a woman next to him holds an infant boy and a gray dog."
"941","4393476043.jpg#0r1e","e",0.987298699737119,"e",28,70,2,"e","A man in a jacket holds a small child while petting his dog near a woman holding a small boy and her dog.","Man in gray zippered jacket and red shirt pets a brown dog and holds a young girl in pink shirt, while a woman next to him holds an infant boy and a gray dog."
"942","2741802133.jpg#0r1e","e",1.00769757530301,"e",12,77,11,"e","Three men are playing outside","Three men; one pedaling while playing drums, one playing piano and one both pedaling and steering, move a type of mobile band down a street."
"943","2741802133.jpg#0r1n","n",0.607363555885167,"n",88,2,10,"n","Three men are trying to attract a crowd and take them to a bar where they will be playing later","Three men; one pedaling while playing drums, one playing piano and one both pedaling and steering, move a type of mobile band down a street."
"944","381275595.jpg#1r1n","c",0.855450810560131,"c",28,0,72,"n","The dog is laying on a pointy object","Big hairy dog chews on a bone while lying on a furry toy."
"945","3018255724.jpg#4r1n","n",1.10945654638249,"e",62,35,3,"n","There are people playing football outdoors","Football players square off before a play."
"946","252846811.jpg#4r1n","n",0.914926372779728,"n",67,33,0,"n","The dogs are friends.","Two dogs play"
"947","306839655.jpg#2r1n","n",0.992774453987808,"e",55,45,0,"n","A group of people plays a fun game on the floor of a living room.","A group of people plays a game on the floor of a living room while a TV plays in the background."
"948","306839655.jpg#2r2c","n",1.00015982601079,"c",69,2,29,"c","A group of friends are playing the xbox while other friends wait for their turn.","A group of people plays a game on the floor of a living room while a TV plays in the background."
"949","7738368186.jpg#1r1e","e",0.741482739931274,"e",21,79,0,"e","the man with sunglasses and a flag has beer bottles.","A person wearing sunglasses, a visor, and a British flag is carrying 6 Heineken bottles."
"950","7979042317.jpg#0r1n","n",1.14759223650742,"e",56,41,3,"n","A group of Asian men pose for a picture.","A group of Asian men pose around a large table after enjoying a meal together."
"951","3971423752.jpg#1r1n","n",0.529360865287364,"n",88,12,0,"n","A four piece male band which includes two saxophone players, a trumpet player and a trombone player are playing on an outdoor stage while two other males are dancing in front of the band.","A four piece male band which includes two saxophone players, a trumpet player and a trombone player are playing on a stage while two other males are dancing in front of the band."
"952","5574382134.jpg#1r1c","n",0.969855513119274,"e",75,21,4,"c","There is a girl looking at the rocks while laughing","A girl is laughing while holding some rocks in her right hand."
"953","303103123.jpg#1r1e","e",0.468995593589281,"e",10,90,0,"e","Three young people are seated.","Three girls are sitting at desks and appear to be working intently."
"954","4717657834.jpg#4r1e","e",0.365923650900223,"e",7,93,0,"e","Some people doing something.","Several people are picketing oil."
"955","2337919839.jpg#3r1n","n",0.760167502961966,"n",78,22,0,"n","A little boy is playing soccer outside.","The little boy in jean shorts kicks the soccer ball."
"956","6503917545.jpg#0r2c","c",0.468995593589281,"c",10,0,90,"c","The male child is eating an apple.","A male child with blond-hair, green eyes, and a sticky looking mouth wearing a multicolored t-shirt has his hand wrapped around a popsicle stick and is chewing and has it inserted into his mouth where you can see 4 bright white teeth on the bottom row."
"957","2774020195.jpg#3r1n","n",0.468995593589281,"n",90,10,0,"n","Three boys enjoying summer.","Three Indian boys in shorts play with one another."
"958","2667943984.jpg#2r1n","n",0.65770477874422,"n",83,17,0,"n","A father and son work on a construction project together.","A man holds wooden boards together as a young boy drives a nail into them."
"959","453807108.jpg#0r1n","n",1.16074476797137,"e",52,45,3,"n","a man performs a magic trick","A man wearing chuck taylor shoes and a tan shirt attempts to break free from a straitjacket in front of a crowd"
"960","453807108.jpg#0r1e","e",0.47853391043627,"e",5,92,3,"e","a man in a straight jacket","A man wearing chuck taylor shoes and a tan shirt attempts to break free from a straitjacket in front of a crowd"
"961","4689716914.jpg#1r1e","e",1.1524715518273,"e",17,71,12,"e","Three people pose for a picture.","Two women are posing with the Naked Cowboy in Times Square, New York City."
"962","3012517885.jpg#3r1e","n",0.903169935075628,"n",73,26,1,"e","Two men are working on the same thing.","Two men working on something in a shop."
"963","4450400692.jpg#1r1n","e",0.868721246339405,"e",29,71,0,"n","several people are outdoors","several people standing below a clock tower with two clock faces."
"964","4450400692.jpg#1r1e","e",1.17422160086998,"n",27,66,7,"e","several people are next to a building","several people standing below a clock tower with two clock faces."
"965","4757587296.jpg#2r1e","n",0.811278124459133,"n",75,0,25,"e","Two friends are walking together to there house","Two girls are walking down the street looking at items in the store windows."
"966","4757587296.jpg#2r1n","c",0.99740158856774,"c",47,0,53,"n","Two friends are walking together to there house and decided to skip","Two girls are walking down the street looking at items in the store windows."
"967","972381743.jpg#1r1n","n",1.05844358890056,"n",56,43,1,"n","The young girl is prepared for the storm.","A girl all in black and white, and carrying an umbrella, walks down the street, as others watch."
"968","342872408.jpg#0r1n","e",0.221940732853211,"e",2,97,1,"n","A man is climbing a rock while others are there.","A man in a blue shirt climbs a rock while people behind him in red shirts watch."
"969","4967473062.jpg#0r1n","n",0.9580420222263,"n",62,38,0,"n","A couple stands on the sidewalk between buildings.","A man and a woman standing on a sidewalk in between buildings."
"970","6082535291.jpg#1r1e","e",0,"e",0,100,0,"e","A group of people are rollerskating.","A group of rollerskaters skate on a patch of cement with palm trees in the background."
"971","2577736128.jpg#0r1e","n",0.898186274733501,"n",80,14,6,"e","A man, wearing a blue shirt, is listening to music","A man, wearing a blue shirt, is wearing headphones and working with sound equipment."
"972","4913618813.jpg#2r1n","n",0.327444919154476,"n",94,6,0,"n","A little girl runs through a construction area.","A little blond girl runs through orange cones."
"973","4381932580.jpg#3r1c","n",0.426342090699887,"n",93,2,5,"c","Justin bieber is on the phone with her","A woman sits on the beach while talking on her cellphone."
"974","74437575.jpg#0r1n","n",0.286396957115956,"n",95,0,5,"n","The sweatshirt is designer.","A man in a brown hooded sweatshirt outdoors with an upright bass, playing the strings with his fingers."
"975","311203232.jpg#0r1n","n",0.689182147659183,"n",86,11,3,"n","A man is about to take a sip of coffee from his white coffee mug.","A man in a black jacket and blue jeans is holding a white coffee cup."
"976","1425529973.jpg#2r1c","e",1.47741180651037,"e",18,49,33,"c","A man is standing by the aquariums.","A man perched on a row of aquariums is using a net to scoop a fish from another aquarium."
"977","4806596785.jpg#2r1c","c",0.55712468351235,"c",3,7,90,"c","There are 2 boys.","Three boys are standing on the ledge outside of a building."
"978","3222142529.jpg#1r1c","c",0.722170750687651,"c",6,8,86,"c","A group of men are standing on a roof.","A gathering of young African males under a thatched roof."
"979","310728631.jpg#0r1e","e",1.27338104768357,"n",38,55,7,"e","The birds fly away in surprise","A flock of birds disturbed and in flight in front of a wall that has a mural of three women and a man."
"980","310728631.jpg#0r1n","e",1.26621672276665,"n",45,49,6,"n","The birds fly off to relocate","A flock of birds disturbed and in flight in front of a wall that has a mural of three women and a man."
"981","2695001634.jpg#0r1e","e",0.0807931358959112,"e",0,99,1,"e","Two women are walking.","Two women wearing skirts and heels walking down a sidewalk."
"982","28804571.jpg#1r1c","c",0.636211337372579,"c",13,1,86,"c","The kid just started his kung fu training class.","Semi-pro martial artist practices his most powerful moves."
"983","2726887594.jpg#4r1c","c",1.44289628544489,"c",41,14,45,"c","A man drinks from his wineglass.","A man in a blue polo raises his wineglass to toast."
"984","4658483278.jpg#0r1n","n",0.735794862975338,"n",82,17,1,"n","A young man is standing outside a wooden structure because he wants to.","A young man wearing a gray shirt standing outside a wooden structure smiling and making a fist with his right hand."
"985","3952790386.jpg#0r1c","c",0.942683189255492,"c",36,0,64,"c","A man sits on a wooden floor building a model ship.","A man in a brown jacket, white shirt, and dark slacks is holding a book with his finger on the page while sitting on a wooden floor, and leaning against a yellow wall with a door on one side and cloths on hangers on the other side."
"986","3952790386.jpg#0r1e","c",0.930277371305245,"c",17,5,78,"e","A man wearing a plaid jacket leans on a wall to read a book.","A man in a brown jacket, white shirt, and dark slacks is holding a book with his finger on the page while sitting on a wooden floor, and leaning against a yellow wall with a door on one side and cloths on hangers on the other side."
"987","2944619397.jpg#1r1n","n",0.402179190202273,"n",92,8,0,"n","A man who is late is running down the street and carrying a hard hat.","A man carrying a hard hat is running down the street."
"988","3052196390.jpg#1r1e","e",0.327444919154476,"e",6,94,0,"e","Children are getting wet on purpose.","Little kids enjoy sprinklers by running through them outdoors."
"989","5262731925.jpg#3r1c","c",0.903169935075628,"c",26,1,73,"c","Two friends are fighting at a construction site.","One man watching another man operate heavy machinery doing road construction."
